SepalLength,SepalWidth,PetalLength,PetalWidth,Species
7.211241876774131,4.041575348528127,3.367736345851801,0.6773892593058733,Versicolor
6.1201257666937785,2.426120469428777,3.4845587401816664,1.8632522718472753,Setosa
6.582990387284591,2.464757500757133,4.6896936362984025,1.152734381948572,Virginica
7.592714559361166,3.5846983540790056,4.289737357650338,0.9279287184012598,Versicolor
7.294046392119974,2.51343829744292,4.276118373487833,1.4665532328127657,Setosa
5.018177696098871,4.071810592824646,2.244739560120249,1.0157120850445787,Versicolor
6.560070734020472,2.8931905096201262,3.678106488040958,0.6662966114388985,Virginica
5.678914233361842,2.7262725942796213,3.03577218171488,0.6613129976809778,Versicolor
5.717424918565153,4.061471013240192,3.951932139138915,1.477509261076053,Virginica
6.128478801550697,3.840257395717212,3.6116646493213382,1.136170624741493,Virginica
5.915234856928702,4.033779480213285,4.5191610172833325,1.1465193761326242,Versicolor
6.96341880557038,3.5530223291376926,3.985496393672172,1.631097522390505,Virginica
6.408830180117595,2.6693871574726487,4.407695165898079,0.7492696764973026,Virginica
5.897340013194262,4.055032476549517,3.2802228129376516,0.9077288988540699,Virginica
6.155090586196341,2.96599831452431,2.8499983696735747,1.0460480763274898,Virginica
6.0669394618994135,3.5012281978981976,3.3309552761177064,1.2377406357268295,Versicolor
6.9952632585260845,3.573625983886874,3.6846816275247036,1.1831314194837683,Virginica
5.635873388987359,3.022494953454583,4.041236561999574,1.085245123044037,Virginica
6.050454161320721,3.4070396851730402,5.733378055621767,1.175349439161741,Virginica
5.11672340855862,3.5611033357832635,3.6619685635054218,1.15707788948353,Virginica
3.757608147332737,3.2882127655778146,2.8396494995565007,0.9121582445792829,Setosa
6.322894876352288,2.5502996047079027,3.3886164018705522,0.874802804578369,Versicolor
6.491548959087605,3.249119087103028,3.2827636228185155,1.3098065430895758,Versicolor
5.206267983674846,3.7631929483435154,4.133333326396116,0.8436339668017887,Setosa
7.615803699190086,2.7527160701343174,2.3132826869998375,0.7370578963236585,Versicolor
4.636507460320988,3.025182729836165,3.756935794780299,1.0750830995497227,Setosa
5.836606813841157,2.882423224139181,3.840855884168838,1.1369331935344735,Versicolor
5.650252919979333,4.024631864239671,3.9089629325802484,2.1026893989192836,Versicolor
7.026223371486766,3.436147378506218,3.1624155379311736,0.9181198896575065,Virginica
6.975487015920228,3.3037309181205554,3.485870443237594,1.5773042899877978,Setosa
5.923957940557533,2.7150419627773417,2.418345181915722,1.4988753336818528,Setosa
6.102530015681738,3.3696245956459085,3.2560121049740256,0.7244220179185055,Versicolor
5.089771401895909,2.762833669671312,3.2114246715849544,1.5093011909610399,Setosa
4.215362825420858,3.115915279137176,4.0744450416352835,0.7264477439226729,Virginica
5.521670280539078,2.7820769608105596,2.6594358113602787,0.13633110480130362,Versicolor
5.925079175283184,3.43821664747325,4.4030782915389945,1.4425278097437522,Versicolor
6.784232544582176,3.388295408307471,5.045036090042232,0.49764376662491216,Virginica
6.761903879027529,2.9958506222110026,1.8370134774878208,1.3803737847223658,Setosa
5.490138546073638,3.2980033563308226,4.083632857700291,0.9263956409051133,Setosa
5.558157799539732,2.553469245634747,4.309217231527221,1.8638203184759488,Versicolor
4.961157627946326,2.3543712036471973,3.126306677002994,1.6274037597264037,Versicolor
4.663985650256819,3.3196958506322685,3.3424553671040824,1.0186456784594449,Virginica
4.434983847499989,3.1833367476862646,3.5804074801717403,0.924864955588527,Setosa
7.3606203161854316,3.417515718446053,3.4319882085384448,0.7143690387623517,Setosa
5.392278254598677,4.291572387431971,3.42188832785759,1.0236309470829634,Setosa
5.449540558711051,3.572239743495207,2.191596574303021,1.0878578019261964,Virginica
4.797763711960059,2.6435888872779207,4.737098408304808,1.0541225822433258,Virginica
6.421992284665528,3.658508144047927,4.6716567328331395,1.2626815421089455,Versicolor
4.508881721953639,2.4420462947442396,2.9679721667162173,1.4314085990915513,Versicolor
5.629807775828825,2.8692076975926457,2.380218104977738,1.3398617827972696,Versicolor
5.08362675104506,3.0658791973376847,4.168958388807483,0.8943424304374228,Versicolor
6.109521998287409,3.9566713608246835,3.181790827168241,0.6248834104793686,Setosa
5.391355889944902,2.7276225889757804,3.827757846988702,1.7458127392409883,Setosa
4.85549425270207,2.6867807306704927,3.4126044245694143,0.9242203261800248,Setosa
5.777454217329076,3.050773737787284,4.322384875963168,0.9390825600259922,Setosa
6.142665496424334,2.768260856818946,4.325274229290406,0.9915242750795557,Virginica
5.853213777906534,3.6633179610532536,3.0469623593827744,0.46277217993734054,Virginica
6.041977518191825,2.5600342458182883,2.4549724401444504,1.0088103983838053,Setosa
5.292542325055229,2.526265673794449,2.2753554423984266,1.008137674396821,Versicolor
5.509807067210289,2.881089977627783,4.249341441196485,1.448143319337405,Setosa
5.262031641779239,2.8509837746538476,2.6300266679943745,1.4793828596429344,Versicolor
5.512357470767567,4.064766026908493,3.2438652811311814,1.2015083556345076,Virginica
5.149482974364437,3.5747104034628805,3.163317365394543,1.5727393496457214,Virginica
4.418973918134658,3.1437756206925958,3.6526894333574087,1.3359859935205047,Versicolor
5.941940913803002,2.487282240584916,1.9573481747381438,1.193727155358978,Setosa
5.478575251033391,3.522181488200774,3.869900737114446,1.264371267319289,Setosa
4.4958413224271645,2.5998923263052176,4.171501921450785,1.1237386025674403,Versicolor
6.170225804420619,2.3276144516111943,3.7795798783401953,1.04206019438662,Setosa
5.074161308493406,3.694014896176151,3.4202024454713755,1.0929065852424134,Setosa
5.841556316636911,3.258471305962425,3.7876601496419053,0.7487954674119972,Virginica
6.383272449742029,3.5604294118904094,4.059141711076117,1.3121766821265184,Versicolor
5.903186328605928,3.259363826471511,1.204666519216015,0.8027505556281677,Setosa
6.71152054763464,3.528415305951346,5.4603210774256254,1.5366525056294544,Virginica
4.812139343717078,2.774487203349927,4.051083990419134,1.1002165679356204,Setosa
6.121873312942039,2.582878579107768,3.112832275851682,1.2197979926600362,Setosa
5.252151927247749,3.4407972591408136,3.3481419623311592,1.3975347105123825,Versicolor
5.103362280654494,2.6982951679130798,4.14436759961427,1.4573257860251712,Setosa
5.336920268188467,2.7552251111248998,3.5955064548690703,0.5717506365466188,Virginica
5.550757974298102,2.8722337482413285,1.8723839789966552,1.1172385295344112,Setosa
5.8449322737837965,3.1087395795125286,5.558043575223388,1.552071564832313,Versicolor
4.867880127373315,2.923003044373258,3.600513408490775,0.5207576722270981,Setosa
6.5206611895633495,2.4125243532909906,4.61815544054422,1.3549121901580254,Setosa
6.172529951784368,2.7781907985835548,3.077155136994048,0.2977743082391242,Versicolor
4.57100505097822,1.9882984238877868,5.082739348821218,0.7909972625457585,Setosa
6.990601755036479,3.412615725513594,3.957709320003052,1.2154522207360752,Setosa
7.316711340824466,2.298971172196626,4.2479594510279055,0.5373139590712184,Versicolor
6.74302365692772,2.5478083302857746,2.759271970467741,0.8057957049263397,Setosa
5.656060131350119,3.126082539630487,4.790030760714431,0.6112659970145652,Virginica
4.943397902791566,2.7302185018043437,4.3208363480813095,1.8592539728830237,Setosa
6.6435613815449095,3.871507297703368,4.871661606608499,1.2656911021949335,Setosa
5.477458442421456,2.453571545138276,3.1347211963225794,1.4269161111410678,Versicolor
6.777956056305942,3.2335254346745916,3.2670755933852913,1.1109299597939382,Versicolor
5.966619982461488,3.0803585908862523,5.773525027915548,1.0586273004971203,Versicolor
6.58131122918697,2.5159532511294014,2.7459857595506074,0.5534103245395869,Versicolor
6.085093117739522,3.361638330265877,3.5776452693895116,1.083265054900855,Setosa
